	Astrocytes_14	Astrocytes_40	Astrocytes_41	Blood_73	Ependymal_47	Excluded_38	Immune_32	Immune_34	Immune_35	Neurons_25	Neurons_26	Neurons_27	Neurons_63	Oligos_0	Oligos_1	Oligos_14	Vascular_14	Vascular_67	Vascular_69
Spotx156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Spotx157	0.0	0.0	0.2222222238779068	0.0	0.4444444477558136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111119389534	0.0	0.2222222238779068	0.0	0.0	0.0
Spotx158	0.3333333432674408	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx159	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.20000000298023224	0.0	0.0	0.0
Spotx160	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0
Spotx161	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222238779068	0.0	0.7777777910232544	0.0
Spotx163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0
Spotx164	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.5
Spotx165	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.5	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx167	0.0	0.0	0.6000000238418579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.0	0.0
Spotx168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6000000238418579	0.4000000059604645	0.0
Spotx169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0
Spotx170	0.0	0.0	0.0	0.0	0.0	0.1111111119389534	0.0	0.5555555820465088	0.1111111119389534	0.0	0.0	0.2222222238779068	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx172	0.0	0.0	0.0	0.0	0.1428571492433548	0.8571428656578064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0
Spotx174	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0
Spotx175	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.1666666716337204	0.0	0.0
Spotx176	0.0	0.10000000149011612	0.0	0.0	0.4000000059604645	0.0	0.20000000298023224	0.0	0.0	0.0	0.10000000149011612	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.0
Spotx177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.1111111119389534	0.0	0.5555555820465088	0.0	0.0	0.0	0.0
Spotx178	0.0	0.5	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0
Spotx179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx180	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6000000238418579	0.0	0.20000000298023224	0.0	0.0
Spotx181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.6000000238418579	0.0
Spotx183	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.6666666865348816
Spotx185	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx186	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx187	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0
Spotx188	0.0	0.0	0.2857142984867096	0.0	0.1428571492433548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714285969734192
Spotx189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.875	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0
Spotx192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx193	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.0	0.0	0.0
Spotx194	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
Spotx195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0
Spotx196	0.0	0.0	0.0	0.3333333432674408	0.0	0.2222222238779068	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222238779068	0.2222222238779068	0.0	0.0	0.0	0.0	0.0
Spotx197	0.0	0.0	0.0	0.8333333134651184	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx198	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6000000238418579	0.0	0.0	0.0	0.0
Spotx199	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.3333333432674408	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Spotx201	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0
Spotx202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Spotx203	0.0	0.0	0.0	0.0	0.0	0.0	0.5714285969734192	0.0	0.1428571492433548	0.2857142984867096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx204	0.0	0.0	0.0	0.0	0.4285714328289032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142984867096	0.0	0.0	0.0	0.2857142984867096	0.0	0.0
Spotx205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0
Spotx208	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0
Spotx209	0.0	0.0	0.0	0.1111111119389534	0.0	0.0	0.0	0.0	0.0	0.2222222238779068	0.4444444477558136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222238779068
Spotx210	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.30000001192092896	0.0	0.30000001192092896	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.0
Spotx211	0.4444444477558136	0.0	0.0	0.2222222238779068	0.0	0.0	0.0	0.1111111119389534	0.0	0.0	0.2222222238779068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.75	0.0	0.0	0.0	0.0
Spotx213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142984867096	0.7142857313156128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx215	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.3333333432674408
Spotx216	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx217	0.0	0.0	0.0	0.4285714328289032	0.0	0.0	0.0	0.0	0.0	0.5714285969734192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx218	0.4444444477558136	0.0	0.0	0.0	0.0	0.0	0.5555555820465088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx219	0.0	0.0	0.2222222238779068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7777777910232544	0.0
Spotx220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30000001192092896	0.5	0.0	0.20000000298023224	0.0	0.0	0.0
Spotx221	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142984867096	0.0	0.0	0.0	0.0	0.7142857313156128	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx222	0.0	0.1818181872367859	0.09090909361839294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3636363744735718	0.0	0.3636363744735718	0.0	0.0	0.0	0.0	0.0
Spotx223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
Spotx224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.8333333134651184	0.0	0.0
Spotx225	0.0	0.0	0.0	0.0	0.0	0.0	0.30000001192092896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.30000001192092896	0.0
Spotx226	0.0	0.0	0.0	0.800000011920929	0.20000000298023224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx227	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.1111111119389534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111119389534	0.4444444477558136
Spotx228	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142984867096	0.0	0.4285714328289032	0.0	0.0	0.0	0.1428571492433548	0.1428571492433548	0.0	0.0
Spotx231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.5	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0
Spotx232	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx233	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx234	0.0	0.4285714328289032	0.5714285969734192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx235	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0
Spotx236	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666716337204
Spotx237	0.0	0.0	0.0	0.0	0.0	0.0	0.7142857313156128	0.0	0.2857142984867096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx238	0.30000001192092896	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.0	0.0	0.10000000149011612	0.0	0.0	0.0	0.20000000298023224	0.0	0.0	0.0	0.0	0.0
Spotx239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx241	0.0	0.0	0.4285714328289032	0.0	0.2857142984867096	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571492433548	0.1428571492433548	0.0	0.0	0.0	0.0	0.0	0.0
Spotx242	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.6000000238418579	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5
Spotx245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.3333333432674408	0.0
Spotx246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0
Spotx249	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111119389534	0.0	0.0	0.0	0.0	0.2222222238779068
Spotx250	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx251	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0	0.0	0.0	0.0	0.0
Spotx252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.2222222238779068	0.0	0.0	0.0	0.0	0.1111111119389534	0.0	0.0	0.0
Spotx253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0
Spotx255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222238779068	0.0	0.0	0.4444444477558136	0.3333333432674408
Spotx256	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Spotx258	0.0	0.5	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408
Spotx259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Spotx260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.6666666865348816	0.0	0.0
Spotx261	0.0	0.0	0.6000000238418579	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx262	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0
Spotx263	0.0	0.0	0.1666666716337204	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.1666666716337204
Spotx264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222238779068	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.1111111119389534	0.0	0.0	0.0
Spotx266	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.1666666716337204	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
Spotx267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0
Spotx268	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx269	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.1666666716337204	0.0	0.0	0.0	0.5	0.0	0.0
Spotx271	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0
Spotx272	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0
Spotx273	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx274	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10000000149011612
Spotx275	0.0	0.0	0.0	0.0	0.0	0.1111111119389534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8888888955116272	0.0	0.0	0.0
Spotx276	0.2857142984867096	0.0	0.0	0.0	0.0	0.5714285969734192	0.0	0.0	0.0	0.1428571492433548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx277	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0
Spotx278	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.6666666865348816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Spotx280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Spotx281	0.4000000059604645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6000000238418579	0.0	0.0	0.0
Spotx282	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx283	0.1428571492433548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142984867096	0.0	0.4285714328289032	0.0	0.0	0.1428571492433548	0.0	0.0
Spotx284	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
Spotx285	0.1428571492433548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714328289032	0.0	0.0	0.0	0.0	0.0	0.4285714328289032	0.0
Spotx286	0.0	0.0	0.0	0.6000000238418579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.0	0.0	0.0
Spotx287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Spotx288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx289	0.0	0.0	0.3333333432674408	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0
Spotx290	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx291	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0
Spotx292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Spotx293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0
Spotx295	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.5	0.0	0.0	0.0
Spotx296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714285969734192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142984867096	0.1428571492433548	0.0
Spotx298	0.0	0.0	0.2857142984867096	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571492433548	0.0	0.0	0.0	0.5714285969734192	0.0	0.0	0.0	0.0	0.0
Spotx299	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Spotx302	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0
Spotx303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Spotx304	0.0	0.5	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
Spotx305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.1111111119389534	0.0	0.0	0.0	0.2222222238779068	0.0
Spotx306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx308	0.3333333432674408	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0
Spotx309	0.0	0.0	0.0	0.0	0.0	0.6666666865348816	0.0	0.0	0.0	0.3333333432674408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spotx310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
